Sentence,Opinion
"Thor eats a big meal of two oxen (all the rest eat but one), and then goes to sleep.",0
We ate at the Italian restaraunt located in the hotel and the food and service was outstanding.,1
If I'm going to get mileage this bad,1
In this cycle a pump is used to pressurize the working fluid which is received from the condenser as a liquid not as a gas.,0
"Japan later achieved rapid growth to become the second-largest economy in the world, until surpassed by China in 2010.",0
and I always worry when booking through priceline that I will get the worst rooms because the price was so good but got a great room on the 16th floor facing the London Eye.,1
"During his 2004 general election campaign for the U.S. Senate, police representatives credited Obama for his active engagement with police organizations in enacting death penalty reforms.",0
Polls showed strong support for Obama in other countries both before and during his presidency.,0
"Discontent and the weaknesses of the Provisional Government led to a rise in the popularity of the Bolshevik Party, led by Lenin, which demanded an immediate end to the war.",0
"The Industrial Revolution improved Britain's transport infrastructure with a turnpike road network, a canal and waterway network, and a railway network.",0
It is believed that the vast amounts of wealth were largely stored away in palace treasuries by totalitarian monarchs prior to the British take over.,0
"Of course there are some new features, and a little more eye candy if that's important to you too.",1
"In 2009, President Obama signed into law the National Defense Authorization Act for Fiscal Year 2010, which contained in it the Matthew Shepard and James Byrd Jr.",0
Great location at a reasonable price.,1
"If you have the first Kindle and are deciding whether to upgrade, do it now while you can still get a good price for your old Kindle on Amazon's Marketplace, craigslist, wherever.",1
"The purchase of an adjacent lot—and sale of part of it to Obama by the wife of developer, campaign donor and friend Tony Rezko—attracted media attention because of Rezko's subsequent indictment and conviction on political corruption charges that were unrelated to Obama.",0
The rooms were very clean and spacious.,1
"According to Robert Hughes in The Fatal Shore, the population of England and Wales, which had remained steady at six million from 1700 to 1740, rose dramatically after 1740.",0
"My room itself was a little worn and torn,, I was in a non, smoking room and my comforter had cigarette burns on it.",1
The plan also includes medical spending cuts and taxes on insurance companies that offer expensive plans.,0
"On June 22, 2017, after Senate Republicans revealed the Better Care Reconciliation Act of 2017, their discussion draft of a health care bill to replace the Affordable Care Act, Obama released a Facebook post calling the bill ""a massive transfer of wealth from middle-class and poor families to the richest people in America.""",0
The interior room is plentiful.,1
The Randstad has a population of 7 million inhabitants and is the 5th largest metropolitan area in Europe.,0
The British and French opened overseas fronts with the Gallipoli (1915) and Mesopotamian campaigns (1914).,0
"The hotel was great, the service was wonderful and room service was quick.",1
"Modern estimates of per capita income on Western Europe in the late 18th century are of roughly 1,500 dollars in purchasing power parity (and Britain had a per capita income of nearly 2,000 dollars) whereas China, by comparison, had only 450 dollars.",0
"Nevertheless, I did like this hotel, the rooms, location, and most of the service",1
"Britain's population grew 280% 1550–1820, while the rest of Western Europe grew 50–80%.",0
"The 5th gen nano has improved on the 4th gen in a few ways, mainly in sound quality.",1
"Although his writings were not accepted by his contemporary peers, Zhu's commentary and emphasis upon the Confucian classics of the Four Books as an introductory corpus to Confucian learning formed the basis of the Neo-Confucian doctrine.",0
